Class,Sentence 1,Sentence 2,Similarity Score,Negation Count S1,Negation Count S2,Variation Type
Class 1,Parallel computing executes multiple tasks simultaneously.,Multiple processors work together to do not perform computations in parallel.,81.62,0,2,Odd negations - no cancel
Class 1,Parallel computing executes do not multiple tasks simultaneously.,Multiple processors work together to perform computations in parallel.,81.62,2,0,Multiple negations S1
Class 1,Parallel computing executes multiple tasks simultaneously.,Multiple processors work not together to perform do not computations in parallel.,48.01,0,3,Multiple negations S2
Class 1,Parallel computing executes multiple tasks simultaneously.,Multiple processors not work together to perform not computations in parallel.,81.62,0,2,Multiple negations S2
Class 1,Distributed systems divide tasks across multiple machines.,A distributed system processes tasks across a network of computers.,94.57804479,0,0,Original
Class 1,Distributed systems divide tasks across do not multiple machines.,A distributed system processes tasks across a network of computers.,80.39,2,0,Single negation S1
Class 1,Distributed systems divide tasks across multiple machines.,A distributed system does not process tasks across a network of computers.,80.39,0,2,Single negation S2
Class 1,Distributed systems divide tasks across not multiple machines.,A distributed system does not process tasks across a network of computers.,47.29,1,2,Even negations - cancel
Class 1,Distributed systems divide do not tasks across not multiple machines.,A distributed system does not process tasks across a do not network of computers.,47.29,3,4,Even negations - cancel
Class 1,Distributed systems not divide tasks across multiple machines.,A distributed system does not process tasks across a do not network of computers.,47.29,1,4,Even negations - cancel
Class 1,Distributed systems divide do not tasks across not multiple machines.,A distributed system does not process tasks across a network of computers.,47.29,3,2,Even negations - cancel
Class 1,Distributed systems divide not tasks across not multiple machines.,A distributed system does not process tasks across a network of computers.,80.39,2,2,Odd negations - no cancel
Class 1,Distributed systems divide tasks do not across multiple machines.,A distributed system does not process tasks across a not network of computers.,47.29,2,3,Odd negations - no cancel
Class 1,Distributed systems divide not tasks across do not multiple machines.,A distributed system does not process tasks across a not network of computers.,80.39,3,3,Odd negations - no cancel
Class 1,Distributed systems divide not tasks across not multiple machines.,A distributed system does not process tasks do not across a not network of computers.,47.29,2,5,Odd negations - no cancel
Class 1,Distributed systems do not divide tasks across multiple machines.,A distributed system processes tasks across a network of computers.,80.39,2,0,Odd negations - no cancel
Class 1,Distributed systems not divide tasks across not multiple machines.,A distributed system processes tasks across a network of computers.,80.39,2,0,Multiple negations S1
Class 1,Distributed systems divide tasks across multiple machines.,A distributed system does not process tasks do not across a network of computers.,80.39,0,4,Multiple negations S2
Class 1,Distributed systems divide tasks across multiple machines.,A distributed system does not process tasks across a not network of computers.,47.29,0,3,Multiple negations S2
Class 1,Multithreading allows concurrent execution within a process.,Threads enable parallel execution of tasks in a single program.,96.78479471,0,0,Original
Class 1,Multithreading does not allow concurrent execution within a process.,Threads enable parallel execution of tasks in a single program.,89.04,2,0,Single negation S1
Class 1,Multithreading allows concurrent execution within a process.,Threads enable parallel execution of tasks in a not single program.,62.91,0,1,Single negation S2
Class 1,Multithreading does not allow concurrent execution within a process.,Threads enable parallel execution of tasks in a do not single program.,89.04,2,2,Even negations - cancel
Class 1,Multithreading does not allow concurrent execution do not within a process.,Threads enable do not parallel execution of tasks in a do not single program.,89.04,4,4,Even negations - cancel
Class 1,Multithreading does not allow concurrent execution within a process.,Threads enable do not parallel execution of not tasks in a single program.,62.91,2,3,Even negations - cancel
Class 1,Multithreading does not allow concurrent do not execution within a process.,Threads enable parallel do not execution of tasks in a single program.,89.04,4,2,Even negations - cancel
Class 1,Multithreading does not allow concurrent not execution within a process.,Threads enable parallel execution of not tasks in a single program.,89.04,3,1,Odd negations - no cancel
Class 1,Multithreading does not allow concurrent execution within a process.,Threads enable parallel execution of do not tasks in a not single program.,62.91,2,3,Odd negations - no cancel
Class 1,Multithreading does not allow concurrent not execution within a process.,Threads enable not parallel execution of tasks in a not single program.,62.91,3,2,Odd negations - no cancel
Class 1,Multithreading does not allow concurrent not execution within a process.,Threads enable not parallel execution of not tasks in a not single program.,89.04,3,3,Odd negations - no cancel
Class 1,Multithreading allows concurrent execution within a process.,Threads enable parallel do not execution of tasks in a single program.,89.04,0,2,Odd negations - no cancel
Class 1,Multithreading does not allow concurrent not execution within a process.,Threads enable parallel execution of tasks in a single program.,62.91,3,0,Multiple negations S1
Class 1,Multithreading does not allow concurrent execution not within a process.,Threads enable parallel execution of tasks in a single program.,62.91,3,0,Multiple negations S1
Class 1,Multithreading allows concurrent execution within a process.,Threads enable not parallel execution of not tasks in a single program.,89.04,0,2,Multiple negations S2
